city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price
Nagpur,Civil Lines,Plot,2815.5,0,0,0,0,0,Unfurnished,1,0,0,0,8.32,6.13,19160000
Nagpur,Ramdaspeth,Apartment,1954.3,4,4,2,9,4,Unfurnished,1,0,0,1,5.25,4.54,11485000
Pune,Baner,Villa,536.4,2,2,1,10,3,Semi-Furnished,1,1,1,1,5.02,6.96,7364000
Pune,Baner,Apartment,1616.4,3,3,7,14,5,,1,0,0,0,8.66,8.2,20189000
Nagpur,Kalmna,Apartment,2109.6,3,2,4,13,1,Unfurnished,1,0,0,0,4.89,9.78,6926000
Nagpur,Besa,Apartment,1685.9,3,3,3,11,2,Furnished,1,1,0,1,7.35,8.07,7804000
Nagpur,Manish Nagar,Plot,2198.9,0,0,0,0,0,Unfurnished,0,0,0,0,4.19,5.85,7984000
Pune,Wakad,Plot,2410.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.15,10.0,16016000
Mumbai,Mira Road,Apartment,575.7,1,1,7,15,6,Semi-Furnished,0,0,1,1,5.26,6.1,6857000
Pune,Hadapsar,Villa,2350.1,3,2,3,3,5,Unfurnished,1,0,0,1,2.92,7.73,23924000
Nagpur,Wardha Road,Apartment,1172.1,2,2,8,10,2,Semi-Furnished,2,1,0,1,9.46,4.96,9277000
Pune,Wakad,Apartment,668.3,1,1,1,7,3,Furnished,1,1,0,1,5.45,6.52,7503000
Pune,Hadapsar,Apartment,1199.1,2,1,0,1,9,Unfurnished,2,1,0,0,7.98,8.07,9363000
Pune,Baner,Apartment,1863.7,3,2,8,11,5,Furnished,0,0,0,1,4.99,8.58,24556000
Mumbai,Bandra West,Apartment,1838.2,3,3,2,8,13,Unfurnished,0,0,0,1,7.1,8.21,88421000
Nagpur,Wardha Road,Apartment,1489.8,3,2,0,4,6,Semi-Furnished,2,0,0,0,3.22,6.46,8207000
Mumbai,Andheri West,Villa,1297.8,3,3,1,5,5,Unfurnished,1,1,0,0,4.52,7.58,45745000
Pune,Baner,Apartment,1062.4,2,1,9,18,1,Semi-Furnished,1,1,0,1,6.81,1.0,12615000
Nagpur,Dharampeth,Apartment,1257.0,3,3,0,3,5,Semi-Furnished,1,0,0,1,7.72,6.3,8873000
Pune,Baner,Plot,2650.5,0,0,0,0,0,Unfurnished,0,0,0,0,5.73,5.83,19725000
Mumbai,Powai,Apartment,1160.8,3,3,15,20,1,Semi-Furnished,1,0,1,1,5.74,5.7,35883000
Nagpur,Kalmna,Apartment,1158.7,2,2,0,5,4,Unfurnished,0,0,0,1,8.09,5.14,4080000
Pune,Hadapsar,Apartment,1849.7,3,3,5,12,6,Furnished,1,0,0,1,6.98,5.83,17140000
Mumbai,Mira Road,Villa,1691.3,3,2,4,18,3,Unfurnished,1,1,0,1,6.09,5.39,26014000
Nagpur,Besa,Plot,3350.2,0,0,0,0,0,Unfurnished,0,0,0,0,5.46,6.66,8621000
Pune,Hadapsar,Plot,2331.3,0,0,0,0,0,Unfurnished,0,0,0,0,6.52,7.4,13595000
Nagpur,Manish Nagar,Plot,1393.3,0,0,0,0,0,Unfurnished,1,0,0,0,5.53,7.11,4671000
Mumbai,Malad,Apartment,942.4,2,2,12,18,11,Semi-Furnished,1,1,0,1,6.47,6.19,19270000
Nagpur,Ramdaspeth,Apartment,1174.2,2,2,0,1,5,Furnished,1,1,0,1,7.58,6.13,12939000
Pune,Hadapsar,Apartment,860.2,2,1,0,1,4,Semi-Furnished,1,0,0,1,3.32,7.1,7252000
Nagpur,Wardha Road,Apartment,830.7,2,1,3,3,17,Semi-Furnished,1,1,0,0,5.32,6.54,4431000
Mumbai,Mira Road,Apartment,1018.9,2,1,4,9,20,,1,0,0,1,8.38,7.71,12636000
Mumbai,Goregaon,Plot,2705.5,0,0,0,0,0,Unfurnished,0,0,0,0,5.02,4.94,37787000
Pune,Koregaon Park,Apartment,1022.4,2,2,2,3,11,Unfurnished,1,0,0,1,4.01,4.35,13417000
Pune,Hadapsar,Apartment,855.3,2,1,9,11,0,Semi-Furnished,1,0,0,1,8.09,7.79,8576000
Nagpur,Civil Lines,Apartment,1534.6,3,2,6,11,2,Semi-Furnished,0,0,0,1,6.36,6.53,13546000
Nagpur,Kalmna,Apartment,452.7,1,1,3,18,5,Unfurnished,1,1,1,1,4.93,4.19,1745000
Nagpur,Wardha Road,Apartment,1322.3,2,1,8,18,3,Unfurnished,1,0,1,0,10.0,6.48,7121000
Mumbai,Andheri West,Apartment,1633.8,3,2,7,12,2,Unfurnished,1,1,0,0,7.64,8.55,63136000
Mumbai,Powai,Plot,2295.2,0,0,0,0,0,Unfurnished,1,0,0,0,7.8,5.82,42479000
Nagpur,Kalmna,Apartment,1423.1,2,2,6,6,9,Unfurnished,0,0,0,1,6.58,3.93,4254000
Nagpur,Wardha Road,Plot,2485.8,0,0,0,0,0,Unfurnished,1,0,0,0,5.94,3.11,10395000
Pune,Kalyani Nagar,Apartment,784.1,2,2,2,7,20,Unfurnished,0,0,0,0,4.56,5.8,9912000
Pune,Wakad,Apartment,2087.9,3,3,12,25,1,Unfurnished,2,0,0,1,4.38,3.56,18722000
Nagpur,Manish Nagar,Apartment,1667.0,3,3,4,5,1,Furnished,0,0,1,1,9.45,5.07,11024000
Nagpur,Hingna,Plot,2473.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.29,6.07,5850000
Nagpur,Besa,Apartment,1771.7,4,3,5,10,4,Unfurnished,1,0,0,1,6.36,7.31,6828000
Nagpur,Wardha Road,Plot,2348.0,0,0,0,0,0,Unfurnished,1,0,0,0,5.09,3.01,9276000
Nagpur,Manish Nagar,Villa,957.8,2,2,1,3,11,Semi-Furnished,1,0,0,1,7.94,3.09,5764000
Mumbai,Chembur,Villa,1724.5,5,4,0,5,5,Furnished,0,0,1,1,7.61,8.51,57948000
Nagpur,Kalmna,Apartment,1758.5,3,2,3,4,1,Furnished,1,1,0,1,5.69,6.32,7798000
Mumbai,Mira Road,Apartment,1056.9,2,1,8,10,0,Unfurnished,0,1,0,1,3.56,5.39,12633000
Nagpur,Kalmna,Apartment,2069.7,4,3,2,9,4,Unfurnished,2,1,1,1,5.19,4.54,6797000
Pune,Koregaon Park,Apartment,1693.5,3,2,6,12,8,Unfurnished,1,0,1,0,6.18,5.99,27468000
Nagpur,Civil Lines,Apartment,462.4,1,1,1,3,2,Semi-Furnished,1,0,0,1,7.94,6.2,6114000
Nagpur,Civil Lines,Apartment,633.8,1,1,5,8,3,Semi-Furnished,2,0,0,0,5.51,8.95,6865000
Nagpur,Kalmna,Villa,1071.7,2,1,2,3,23,Semi-Furnished,1,0,1,1,1.84,6.71,4457000
Mumbai,Chembur,Apartment,1288.3,2,1,3,15,7,Unfurnished,2,0,0,1,5.8,5.05,27056000
Pune,Kalyani Nagar,Villa,1145.1,2,1,6,8,5,Unfurnished,1,0,1,1,6.02,10.0,22543000
Mumbai,Mira Road,Apartment,1803.9,3,2,5,10,0,Semi-Furnished,0,1,0,1,5.46,6.56,21500000
Pune,Baner,Apartment,597.6,1,1,1,2,5,Unfurnished,0,0,0,1,5.09,7.11,6336000
Pune,Kothrud,Apartment,1663.6,3,3,2,8,16,Semi-Furnished,1,1,0,0,3.6,1.0,16268000
Nagpur,Dharampeth,Plot,2629.4,0,0,0,0,0,,1,0,0,0,6.54,4.01,12890000
Pune,Baner,Villa,856.8,2,2,3,3,0,Unfurnished,2,0,0,1,5.83,8.17,12982000
Mumbai,Chembur,Apartment,1255.6,2,2,0,15,2,Unfurnished,1,1,0,1,7.37,8.68,31572000
Pune,Kalyani Nagar,Apartment,1407.3,3,2,1,9,3,Furnished,2,0,0,1,7.33,6.65,22027000
Pune,Kalyani Nagar,Plot,3411.7,0,0,0,0,0,,1,0,0,0,3.8,9.3,33120000
Nagpur,Kalmna,Apartment,2013.0,4,3,15,15,0,Unfurnished,0,1,0,1,6.65,1.37,7986000
Mumbai,Malad,Apartment,1332.3,2,1,11,18,12,Semi-Furnished,1,1,0,0,10.0,3.77,28354000
Pune,Wakad,Plot,2969.7,0,0,0,0,0,Unfurnished,1,0,0,0,4.54,8.63,20830000
Mumbai,Andheri West,Apartment,1253.0,2,2,1,1,2,Unfurnished,1,0,0,0,7.14,5.84,39860000
Pune,Baner,Apartment,830.9,1,1,5,6,2,Semi-Furnished,1,0,1,1,7.03,6.93,10724000
Pune,Baner,Apartment,526.5,1,1,9,12,6,Semi-Furnished,2,0,0,1,3.81,3.89,5071000
Nagpur,Kalmna,Apartment,1284.5,2,1,4,10,0,Furnished,2,0,0,1,5.99,3.36,4635000
Nagpur,Hingna,Apartment,960.3,2,1,3,8,6,Unfurnished,1,1,0,0,4.77,5.61,4007000
Mumbai,Bandra West,Apartment,906.1,2,1,5,22,0,Unfurnished,1,0,0,1,4.43,8.65,42473000
Nagpur,Civil Lines,Apartment,1302.1,3,2,1,4,3,Semi-Furnished,1,0,0,1,7.4,5.57,13425000
Nagpur,Kalmna,Villa,1522.6,2,2,1,3,11,Unfurnished,0,0,0,1,4.88,8.91,5225000
Pune,Hadapsar,Villa,2280.5,4,4,11,14,5,Semi-Furnished,1,0,0,0,6.52,7.43,25100000
Mumbai,Andheri West,Apartment,751.7,1,1,6,22,16,Semi-Furnished,1,0,0,0,7.07,5.01,21454000
Pune,Wakad,Apartment,1619.4,2,2,2,6,26,Semi-Furnished,1,1,0,1,6.79,4.62,15558000
Pune,Koregaon Park,Apartment,2187.6,4,4,0,4,13,Unfurnished,1,0,0,1,5.33,5.37,29453000
Nagpur,Besa,Apartment,397.3,1,1,3,3,3,Unfurnished,1,1,0,1,5.98,8.14,2014000
Pune,Kalyani Nagar,Apartment,1058.4,2,2,11,12,2,Semi-Furnished,1,0,0,1,4.38,2.22,14158000
Pune,Koregaon Park,Plot,1181.7,0,0,0,0,0,Unfurnished,1,0,0,0,2.92,3.32,11610000
Mumbai,Goregaon,Plot,1817.9,0,0,0,0,0,Unfurnished,1,0,0,0,6.82,5.52,26766000
Pune,Kothrud,Villa,1589.9,3,3,2,13,3,Semi-Furnished,1,0,0,1,6.59,6.34,24303000
Mumbai,Malad,Villa,650.0,1,1,3,14,1,Unfurnished,0,0,0,1,5.29,7.39,14169000
Mumbai,Andheri West,Apartment,1668.4,3,3,2,10,5,Unfurnished,0,0,0,1,5.81,6.02,49086000
Pune,Wakad,Apartment,1771.1,4,3,6,10,0,Furnished,2,1,0,1,7.68,4.23,20396000
Nagpur,Civil Lines,Villa,963.1,2,2,15,15,0,Furnished,0,1,1,1,9.25,4.86,14704000
Pune,Hadapsar,Plot,3237.4,0,0,0,0,0,Unfurnished,1,0,0,0,7.2,9.79,16739000
Pune,Kalyani Nagar,Apartment,1568.6,3,2,2,16,8,Unfurnished,1,0,0,1,3.38,5.88,18000000
Nagpur,Manish Nagar,Apartment,995.1,2,1,5,12,10,Furnished,1,1,0,1,5.31,7.36,6325000
Nagpur,Civil Lines,Apartment,1165.5,2,1,6,6,15,Semi-Furnished,1,0,0,0,4.85,4.24,10475000
Nagpur,Kalmna,Apartment,1672.4,3,3,0,1,2,Semi-Furnished,2,0,0,0,6.56,5.77,4877000
Mumbai,Chembur,Apartment,1572.1,2,1,13,15,3,Unfurnished,0,1,1,1,5.46,6.99,38028000
Pune,Koregaon Park,Apartment,797.9,1,1,2,9,2,Furnished,1,1,0,1,9.67,6.78,15481000
Mumbai,Mira Road,Villa,1309.7,2,1,11,15,23,Semi-Furnished,1,1,1,0,5.26,1.25,18225000
Mumbai,Mira Road,Apartment,1618.9,3,2,1,14,4,Unfurnished,0,0,0,1,4.25,6.01,15578000
Nagpur,Dharampeth,Villa,806.9,1,1,5,11,7,Unfurnished,2,0,0,0,4.88,8.53,7664000
Pune,Kalyani Nagar,Apartment,1489.1,3,3,4,5,2,Unfurnished,0,0,0,1,5.45,6.33,20755000
Nagpur,Wardha Road,Apartment,616.0,1,1,0,2,4,Semi-Furnished,2,0,0,1,5.7,4.23,3534000
Mumbai,Goregaon,Apartment,515.9,1,1,14,16,2,Semi-Furnished,0,1,0,1,6.51,7.92,11039000
Pune,Baner,Apartment,2834.2,5,5,3,4,2,Furnished,1,0,0,0,7.76,7.46,34714000
Nagpur,Besa,Apartment,1448.0,2,2,6,8,0,Unfurnished,2,1,0,1,5.94,5.3,6231000
Nagpur,Ramdaspeth,Apartment,1055.4,2,2,1,11,10,Unfurnished,2,1,0,0,5.42,5.45,8521000
Mumbai,Andheri West,Plot,2986.2,0,0,0,0,0,Unfurnished,1,0,0,0,5.94,4.38,69148000
Nagpur,Civil Lines,Apartment,512.4,2,2,6,8,4,Unfurnished,1,0,0,1,10.0,4.42,5078000
Mumbai,Goregaon,Apartment,769.4,1,1,10,11,3,Semi-Furnished,1,0,0,1,4.49,5.39,18483000
Pune,Kalyani Nagar,Apartment,1935.5,4,3,3,12,11,Unfurnished,0,1,0,0,2.53,7.26,23073000
Pune,Wagholi,Apartment,2621.6,5,5,2,7,9,Unfurnished,1,0,0,1,5.42,8.04,13746000
Nagpur,Kalmna,Plot,2595.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.61,5.43,6575000
Mumbai,Malad,Apartment,1227.8,2,2,11,11,7,Semi-Furnished,2,0,0,1,6.91,7.23,23968000
Pune,Wakad,Plot,3191.5,0,0,0,0,0,Unfurnished,1,0,0,0,6.47,7.95,22321000
Nagpur,Besa,Apartment,2201.5,4,4,12,14,1,Semi-Furnished,1,0,0,1,7.32,5.09,11651000
Mumbai,Bandra West,Apartment,2317.7,5,5,3,12,3,Unfurnished,1,1,0,1,6.87,7.76,113554000
Mumbai,Bandra West,Apartment,1313.7,2,1,2,9,5,Unfurnished,0,1,0,1,7.49,7.62,56007000
Pune,Wagholi,Apartment,2339.4,4,4,0,5,0,Furnished,2,0,0,1,6.28,4.48,14642000
Pune,Kalyani Nagar,Apartment,2257.6,4,3,0,1,4,Semi-Furnished,0,0,0,1,5.86,6.76,28340000
Nagpur,Wardha Road,Apartment,1320.4,3,2,0,10,5,Semi-Furnished,1,0,0,0,7.5,8.29,9163000
Pune,Wakad,Villa,1907.4,3,3,16,16,8,Furnished,1,0,1,0,4.56,6.85,29068000
Nagpur,Wardha Road,Villa,2132.3,4,4,1,7,14,Furnished,1,1,0,1,5.87,3.94,14099000
Pune,Kalyani Nagar,Villa,529.2,1,1,6,8,37,Semi-Furnished,2,0,0,1,7.03,3.56,7035000
Nagpur,Wardha Road,Plot,800.0,0,0,0,0,0,Unfurnished,0,0,0,0,8.21,4.8,2938000
Pune,Koregaon Park,Apartment,2589.2,4,4,1,3,22,Furnished,2,0,0,1,5.19,7.21,38336000
Nagpur,Kalmna,Plot,3814.5,0,0,0,0,0,Unfurnished,1,0,0,0,8.94,4.47,8545000
Mumbai,Chembur,Apartment,3438.0,5,5,3,12,8,Semi-Furnished,1,0,0,1,4.05,7.3,60858000
Pune,Wakad,Apartment,1252.7,2,1,6,9,9,Unfurnished,0,1,0,0,6.22,7.66,12648000
Mumbai,Panvel,Villa,963.8,2,1,8,12,1,Furnished,1,0,0,1,8.0,7.23,14341000
Pune,Kothrud,Plot,2672.1,0,0,0,0,0,Unfurnished,1,0,0,0,9.97,4.75,20997000
Nagpur,Dharampeth,Apartment,700.4,1,1,4,7,4,Semi-Furnished,0,0,0,1,6.88,3.5,5454000
Pune,Hinjewadi,Apartment,459.7,1,1,4,4,14,Semi-Furnished,1,0,0,0,4.74,5.28,4580000
Pune,Wakad,Apartment,1669.6,3,2,2,6,2,Furnished,1,0,0,1,6.06,4.88,17853000
Pune,Koregaon Park,Apartment,1675.8,3,2,0,10,3,Unfurnished,1,0,0,1,6.48,5.42,23746000
Pune,Hinjewadi,Apartment,907.1,2,2,2,5,2,Furnished,1,0,0,0,4.42,8.68,9971000
Mumbai,Powai,Apartment,526.1,1,1,3,8,33,Furnished,1,1,0,1,5.31,4.66,11321000
Mumbai,Goregaon,Apartment,1169.3,2,1,4,11,0,Semi-Furnished,1,0,0,0,9.18,7.23,27035000
Mumbai,Bandra West,Villa,1156.0,2,1,0,11,4,Semi-Furnished,0,1,0,0,3.94,4.64,61503000
Mumbai,Malad,Apartment,982.5,2,2,2,9,15,Semi-Furnished,2,0,0,1,4.03,5.59,16155000
Pune,Wakad,Plot,1309.3,0,0,0,0,0,Unfurnished,1,0,0,0,5.45,6.73,8913000
Pune,Kalyani Nagar,Plot,2208.8,0,0,0,0,0,Unfurnished,0,0,0,0,8.63,7.71,20741000
Nagpur,Ramdaspeth,Apartment,1625.3,3,2,4,5,12,Semi-Furnished,1,1,0,1,7.23,4.81,12793000
Mumbai,Chembur,Apartment,1470.6,3,3,4,12,9,Unfurnished,0,1,0,0,6.8,9.27,31007000
Pune,Kothrud,Apartment,1088.5,2,1,3,4,3,Unfurnished,1,0,0,0,6.97,6.46,13179000
Mumbai,Malad,Apartment,785.8,1,1,1,2,3,Furnished,2,1,0,1,9.45,3.18,14624000
Nagpur,Manish Nagar,Plot,1486.7,0,0,0,0,0,Unfurnished,1,0,0,0,7.77,6.84,5241000
Nagpur,Hingna,Apartment,1025.4,2,1,1,1,11,Unfurnished,2,0,0,1,4.35,4.21,3626000
Pune,Baner,Villa,3148.5,5,4,2,2,0,Furnished,1,0,0,1,5.82,6.33,54614000
Pune,Wagholi,Villa,1290.5,2,2,7,7,2,Semi-Furnished,0,1,1,1,6.2,9.3,10712000
Pune,Koregaon Park,Plot,922.5,0,0,0,0,0,Unfurnished,1,0,0,0,4.97,4.79,10027000
Pune,Kalyani Nagar,Apartment,1332.0,3,2,13,15,33,Furnished,0,0,0,1,6.45,8.59,18152000
Nagpur,Ramdaspeth,Villa,505.8,1,1,2,6,13,Semi-Furnished,1,0,1,0,7.48,5.83,5384000
Nagpur,Besa,Apartment,650.0,1,1,0,8,12,Unfurnished,0,0,0,1,4.83,8.71,2569000
Pune,Kalyani Nagar,Apartment,2343.1,4,4,10,10,1,Semi-Furnished,0,0,0,1,3.19,8.63,36967000
Nagpur,Ramdaspeth,Apartment,1464.6,2,2,3,10,2,Unfurnished,1,1,1,1,8.5,6.25,12657000
Mumbai,Mira Road,Apartment,689.9,1,1,0,14,1,Unfurnished,1,1,0,1,7.21,5.89,9310000
Nagpur,Wardha Road,Apartment,1927.3,3,3,2,5,2,Semi-Furnished,1,0,0,0,6.3,3.28,13502000
Mumbai,Bandra West,Apartment,1251.7,2,1,3,23,25,Furnished,1,1,1,1,5.19,8.93,59206000
Pune,Hadapsar,Apartment,2318.9,4,4,0,1,17,Unfurnished,2,0,0,1,6.15,4.05,17183000
Mumbai,Malad,Apartment,552.9,1,1,5,13,1,Semi-Furnished,1,0,1,1,7.77,4.82,9129000
Pune,Wakad,Plot,2304.0,0,0,0,0,0,Unfurnished,0,0,0,0,7.22,5.83,15080000
Nagpur,Hingna,Apartment,1968.9,3,3,4,7,0,Unfurnished,2,0,0,1,4.24,5.02,6646000
Mumbai,Andheri West,Villa,1569.7,3,3,10,16,0,Furnished,0,1,0,1,7.42,4.87,79100000
Pune,Wakad,Apartment,1354.5,2,2,4,9,1,Furnished,0,0,1,0,9.22,8.98,16236000
Pune,Kothrud,Apartment,1112.2,2,1,0,2,2,Furnished,1,0,0,1,3.47,7.11,11915000
Mumbai,Andheri West,Apartment,2189.4,5,4,9,16,0,Semi-Furnished,2,1,0,1,9.08,3.38,74332000
Pune,Kalyani Nagar,Apartment,913.5,2,2,1,7,1,Furnished,1,1,0,1,5.94,7.08,14700000
Nagpur,Hingna,Apartment,1383.3,3,2,7,8,1,Furnished,0,0,1,1,6.17,8.86,6534000
Nagpur,Kalmna,Apartment,497.1,1,1,1,5,3,Semi-Furnished,0,0,0,0,7.35,9.29,1923000
Nagpur,Ramdaspeth,Apartment,995.0,2,1,0,1,1,Semi-Furnished,0,1,0,0,6.79,5.46,7510000
Pune,Wagholi,Apartment,515.5,1,1,0,6,10,Unfurnished,1,1,0,0,5.9,6.89,2609000
Mumbai,Malad,Apartment,850.1,1,1,5,13,0,Semi-Furnished,2,1,0,1,7.11,7.07,18810000
Pune,Hinjewadi,Apartment,1607.8,3,2,4,8,7,Unfurnished,0,0,0,1,4.05,4.29,16004000
Mumbai,Chembur,Apartment,956.4,2,2,16,18,12,Unfurnished,1,0,0,1,8.33,9.24,23080000
Mumbai,Chembur,Apartment,2139.4,3,3,6,8,11,Semi-Furnished,2,0,1,0,4.97,6.63,47659000
Pune,Hinjewadi,Apartment,1179.1,2,2,8,8,8,Semi-Furnished,1,1,0,0,9.62,5.51,12263000
Nagpur,Dharampeth,Apartment,380.4,1,1,2,13,2,Furnished,2,0,0,1,8.41,5.1,3168000
Mumbai,Chembur,Plot,1654.0,0,0,0,0,0,Unfurnished,1,0,0,0,3.56,5.97,25568000
Mumbai,Mira Road,Apartment,2228.1,4,3,13,15,3,Semi-Furnished,2,0,1,0,5.54,4.16,29430000
Pune,Kothrud,Villa,1044.2,2,2,7,12,0,Unfurnished,1,0,0,1,3.82,9.74,14702000
Nagpur,Wardha Road,Apartment,2353.9,4,4,2,7,26,,2,0,1,0,6.88,6.35,11241000
Pune,Hinjewadi,Apartment,1025.4,2,2,4,7,15,Unfurnished,1,0,0,0,4.57,6.77,8541000
Nagpur,Wardha Road,Apartment,1855.4,3,2,1,1,3,Furnished,0,1,0,1,7.54,7.22,13892000
Nagpur,Wardha Road,Apartment,1185.8,2,1,0,4,10,Unfurnished,1,0,0,0,7.25,5.99,5735000
Pune,Kothrud,Apartment,2116.5,5,4,0,1,2,Semi-Furnished,2,0,0,0,6.18,7.61,26543000
Pune,Wakad,Apartment,1956.8,4,4,3,7,9,Semi-Furnished,1,0,0,1,8.71,6.82,20163000
Pune,Hadapsar,Apartment,1253.0,2,1,0,1,2,Semi-Furnished,1,0,0,0,6.36,5.07,9821000
Nagpur,Wardha Road,Apartment,1098.9,2,2,3,9,10,Semi-Furnished,0,0,0,0,5.24,7.03,7032000
Pune,Kalyani Nagar,Apartment,1940.7,3,3,0,11,8,,1,0,0,1,6.37,6.23,25700000
Nagpur,Dharampeth,Apartment,923.6,2,1,2,6,0,Semi-Furnished,1,0,0,1,7.33,8.85,8280000
Pune,Hadapsar,Plot,4014.6,0,0,0,0,0,Unfurnished,0,0,0,0,1.93,6.28,17654000
Pune,Wagholi,Villa,1671.3,2,2,0,12,9,Unfurnished,1,1,1,1,7.5,8.48,13895000
Mumbai,Chembur,Plot,2936.3,0,0,0,0,0,Unfurnished,1,0,0,0,7.75,7.92,43138000
Nagpur,Hingna,Villa,1003.2,3,3,9,11,8,Unfurnished,1,0,1,1,4.29,4.2,5188000
Mumbai,Bandra West,Apartment,571.8,1,1,2,10,2,Furnished,2,1,0,1,3.64,6.11,30538000
Nagpur,Kalmna,Villa,868.7,2,1,4,7,3,Semi-Furnished,1,1,0,0,6.36,6.51,4185000
Nagpur,Civil Lines,Apartment,1088.9,3,3,0,2,14,Semi-Furnished,1,1,1,0,4.54,7.92,11955000
Nagpur,Hingna,Apartment,1192.9,2,1,2,9,5,,1,0,0,0,4.19,5.44,4088000
Nagpur,Besa,Plot,800.0,0,0,0,0,0,Unfurnished,1,0,0,0,5.56,2.64,2353000
Nagpur,Ramdaspeth,Apartment,1123.6,3,3,0,8,13,Unfurnished,1,0,0,0,4.13,5.15,8200000
Pune,Baner,Apartment,708.4,2,1,5,5,5,Semi-Furnished,1,0,0,1,6.75,6.52,8970000
Mumbai,Powai,Apartment,1948.4,3,2,0,16,0,Unfurnished,2,1,1,0,6.54,4.34,52544000
Pune,Kalyani Nagar,Apartment,2508.9,4,3,1,1,10,Semi-Furnished,0,1,0,1,8.96,9.01,46950000
Pune,Wakad,Plot,2403.4,0,0,0,0,0,Unfurnished,0,0,0,0,8.1,6.09,14860000
Nagpur,Ramdaspeth,Apartment,1568.6,2,1,4,5,16,Unfurnished,2,0,1,1,6.87,4.13,12442000
Pune,Wagholi,Villa,796.4,2,2,0,5,7,Furnished,2,0,0,1,5.98,6.98,6897000
Pune,Wagholi,Apartment,1193.7,2,1,16,17,18,Semi-Furnished,1,0,0,1,9.47,4.23,7480000
Mumbai,Goregaon,Apartment,1156.8,2,2,18,18,3,Unfurnished,1,1,1,1,7.23,9.52,21398000
Nagpur,Manish Nagar,Apartment,1654.6,3,2,0,1,4,Unfurnished,1,1,0,1,7.02,5.06,9179000
Mumbai,Bandra West,Plot,2303.3,0,0,0,0,0,Unfurnished,0,0,0,0,7.97,6.43,61148000
Nagpur,Besa,Apartment,1079.0,2,1,7,7,3,Semi-Furnished,1,0,0,0,6.59,6.31,5432000
Pune,Hinjewadi,Plot,2616.7,0,0,0,0,0,Unfurnished,1,0,0,0,3.24,8.27,16165000
Pune,Hinjewadi,Apartment,1044.6,3,3,4,8,5,Unfurnished,2,0,0,1,6.89,9.56,10099000
Pune,Baner,Apartment,712.7,1,1,4,12,5,Semi-Furnished,0,1,0,1,6.84,8.51,8137000
Mumbai,Andheri West,Apartment,1569.2,2,1,1,7,13,Unfurnished,2,1,1,1,5.61,8.04,56620000
Mumbai,Powai,Apartment,1925.3,3,2,3,11,14,Furnished,0,0,0,1,4.39,3.94,52129000
Nagpur,Dharampeth,Apartment,483.2,1,1,4,6,1,Semi-Furnished,1,0,0,1,4.02,5.65,3504000
Pune,Kalyani Nagar,Apartment,853.5,2,1,7,9,3,Unfurnished,1,0,0,0,5.03,8.06,11939000
Nagpur,Kalmna,Villa,1153.0,2,2,2,9,19,Semi-Furnished,1,1,0,1,5.01,5.62,4499000
Mumbai,Goregaon,Villa,1260.7,2,2,13,13,45,Furnished,1,0,0,1,6.68,8.98,33978000
Pune,Baner,Apartment,2199.7,3,3,5,8,2,Furnished,2,1,0,1,6.11,6.36,32988000
Pune,Baner,Apartment,1261.0,2,2,12,13,23,Unfurnished,1,0,0,1,7.79,4.01,11971000
Pune,Kothrud,Apartment,1348.2,2,1,7,13,3,Semi-Furnished,1,0,0,1,7.87,6.08,17511000
Pune,Kothrud,Apartment,1308.9,2,1,1,5,6,Furnished,2,1,0,1,7.36,6.57,16573000
Nagpur,Civil Lines,Plot,3506.6,0,0,0,0,0,Unfurnished,0,0,0,0,9.07,8.04,24387000
Pune,Kothrud,Apartment,1105.1,2,2,6,10,21,Semi-Furnished,1,0,0,1,6.21,7.1,11187000
Pune,Koregaon Park,Apartment,2636.9,4,3,14,14,1,Unfurnished,1,0,0,1,8.34,4.95,43412000
Nagpur,Civil Lines,Plot,3271.5,0,0,0,0,0,Unfurnished,0,0,0,0,5.99,3.45,22414000
Pune,Hinjewadi,Apartment,935.1,2,1,1,1,2,Unfurnished,0,1,0,1,5.88,7.28,8954000
Pune,Hadapsar,Apartment,1336.8,2,2,1,8,5,Semi-Furnished,0,0,0,0,8.71,4.23,10429000
Pune,Kothrud,Plot,2895.8,0,0,0,0,0,Unfurnished,1,0,0,0,5.89,8.79,22557000
Pune,Wagholi,Apartment,839.3,2,2,1,4,14,Unfurnished,0,0,0,1,3.68,4.82,3876000
Nagpur,Manish Nagar,Apartment,1414.5,2,2,2,7,7,Furnished,1,1,1,1,7.72,7.24,8966000
Pune,Baner,Plot,1688.3,0,0,0,0,0,Unfurnished,1,0,0,0,7.03,3.34,15374000
Pune,Kothrud,Apartment,2004.8,4,3,3,4,4,Semi-Furnished,1,0,0,1,8.45,4.74,24162000
Pune,Kothrud,Apartment,2935.7,5,5,1,7,7,Semi-Furnished,1,0,0,1,7.02,2.71,32867000
Pune,Wakad,Apartment,2761.8,4,3,3,13,2,Unfurnished,2,0,0,1,8.37,7.07,26597000
Mumbai,Chembur,Apartment,2135.0,3,3,4,19,5,Semi-Furnished,0,0,0,1,4.09,1.0,42127000
