location,area_type,availability_status,total_sqft,bhk,bath,balcony,price,sqft_per_bhk,bath_per_bhk
Haralur Road,Super built-up Area,Ready To Move,1464.0,3.0,3.0,2.0,5600000.0,488.0,1.0
other,Super built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,5500000.0,600.0,1.0
Kaval Byrasandra,Super built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,5200000.0,600.0,1.0
Kaggalipura,Super built-up Area,Ready To Move,1150.0,3.0,2.0,1.0,5500000.0,383.3333333333333,0.6666666666666666
other,Built-up Area,Ready To Move,1645.0,3.0,3.0,2.0,9500000.0,548.3333333333334,1.0
Sarjapur  Road,Super built-up Area,Under Construction,1000.0,2.0,2.0,1.0,6700000.0,500.0,1.0
Haralur Road,Plot Area,Ready To Move,2650.0,4.0,4.0,2.0,19800000.0,662.5,1.0
6th Phase JP Nagar,Super built-up Area,Ready To Move,1192.0,2.0,2.0,2.0,7400000.0,596.0,1.0
Ulsoor,Super built-up Area,Ready To Move,2135.0,3.0,3.0,2.0,21500000.0,711.6666666666666,1.0
Whitefield,Super built-up Area,Under Construction,1173.0,2.0,2.0,1.0,5800000.0,586.5,1.0
Uttarahalli,Built-up Area,Ready To Move,1020.0,2.0,2.0,2.0,4500000.0,510.0,1.0
Thigalarapalya,Super built-up Area,Ready To Move,3122.0,4.0,6.0,2.0,23000000.0,780.5,1.5
other,Plot Area,Under Construction,1200.0,2.0,2.0,0.0,7900000.0,600.0,1.0
other,Carpet Area,Ready To Move,1230.0,2.0,2.0,3.0,4800000.0,615.0,1.0
Devarachikkanahalli,Super built-up Area,Ready To Move,1250.0,2.0,2.0,2.0,4000000.0,625.0,1.0
Kalena Agrahara,Super built-up Area,Ready To Move,1325.0,2.0,2.0,2.0,7600000.0,662.5,1.0
7th Phase JP Nagar,Built-up Area,Ready To Move,1850.0,3.0,3.0,1.0,15000000.0,616.6666666666666,1.0
other,Plot Area,Ready To Move,1350.0,3.0,2.0,0.0,14000000.0,450.0,0.6666666666666666
Bommasandra,Super built-up Area,Under Construction,1260.0,3.0,3.0,1.0,4936000.0,420.0,1.0
other,Super built-up Area,Ready To Move,1800.0,3.0,3.0,0.0,15000000.0,600.0,1.0
Harlur,Super built-up Area,Ready To Move,1508.0,2.0,2.0,1.0,7700000.0,754.0,1.0
other,Carpet Area,Ready To Move,1592.0,3.0,3.0,2.0,7500000.0,530.6666666666666,1.0
Akshaya Nagar,Super built-up Area,Ready To Move,1388.0,2.0,2.0,3.0,5700000.0,694.0,1.0
Electronic City Phase II,Super built-up Area,Under Construction,630.0,1.0,1.0,1.0,2835000.0,630.0,1.0
other,Super built-up Area,Ready To Move,1762.0,3.0,3.0,1.0,12500000.0,587.3333333333334,1.0
other,Super built-up Area,Under Construction,950.0,2.0,2.0,2.0,5000000.0,475.0,1.0
Kodihalli,Super built-up Area,Ready To Move,3252.0,4.0,5.0,3.0,33500000.0,813.0,1.25
Magadi Road,Super built-up Area,Under Construction,1116.0,2.0,2.0,1.0,5000000.0,558.0,1.0
Narayanapura,Super built-up Area,Ready To Move,1308.0,2.0,2.0,2.0,8904000.0,654.0,1.0
other,Super built-up Area,Ready To Move,1200.0,3.0,3.0,0.0,9000000.0,400.0,1.0
Bannerghatta Road,Built-up Area,Ready To Move,500.0,1.0,1.0,1.0,1850000.0,500.0,1.0
Hennur,Super built-up Area,Ready To Move,1075.0,2.0,2.0,1.0,5200000.0,537.5,1.0
Bellandur,Built-up Area,Ready To Move,1205.0,2.0,2.0,3.0,6600000.0,602.5,1.0
5th Phase JP Nagar,Super built-up Area,Ready To Move,1075.0,2.0,2.0,2.0,6000000.0,537.5,1.0
KR Puram,Built-up Area,Ready To Move,930.0,2.0,2.0,2.0,3900000.0,465.0,1.0
Hebbal,Super built-up Area,Ready To Move,2483.0,4.0,5.0,2.0,21200000.0,620.75,1.25
Kodigehaali,Built-up Area,Ready To Move,1166.0,2.0,2.0,2.0,5500000.0,583.0,1.0
Bannerghatta Road,Super built-up Area,Ready To Move,1050.0,2.0,2.0,1.0,6500000.0,525.0,1.0
other,Super built-up Area,Under Construction,2023.71,3.0,3.0,2.0,27500000.0,674.57,1.0
Begur Road,Super built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,4680000.0,600.0,1.0
Lakshminarayana Pura,Super built-up Area,Ready To Move,1600.0,3.0,2.0,1.0,10800000.0,533.3333333333334,0.6666666666666666
Billekahalli,Super built-up Area,Ready To Move,1935.0,3.0,3.0,2.0,11000000.0,645.0,1.0
8th Phase JP Nagar,Super built-up Area,Under Construction,451.0,1.0,1.0,0.0,2990000.0,451.0,1.0
Electronic City,Super built-up Area,Ready To Move,1800.0,3.0,3.0,2.0,9500000.0,600.0,1.0
Jalahalli,Super built-up Area,Under Construction,1400.0,3.0,3.0,0.0,7700000.0,466.6666666666667,1.0
Hegde Nagar,Super built-up Area,Ready To Move,1801.0,3.0,3.0,2.0,11500000.0,600.3333333333334,1.0
Anekal,Plot Area,Under Construction,1200.0,2.0,1.0,1.0,3600000.0,600.0,0.5
Begur Road,Super built-up Area,Ready To Move,1160.0,2.0,2.0,2.0,4400000.0,580.0,1.0
Kanakpura Road,Super built-up Area,Ready To Move,950.0,2.0,2.0,1.0,4000000.0,475.0,1.0
other,Built-up Area,Under Construction,1629.0,3.0,3.0,2.0,7900000.0,543.0,1.0
Vijayanagar,Built-up Area,Ready To Move,1580.0,3.0,2.0,0.0,13400000.0,526.6666666666666,0.6666666666666666
Vijayanagar,Super built-up Area,Under Construction,1826.0,3.0,3.0,2.0,12100000.0,608.6666666666666,1.0
7th Phase JP Nagar,Built-up Area,Ready To Move,1245.0,2.0,2.0,1.0,9400000.0,622.5,1.0
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1145.0,2.0,2.0,2.0,4579000.0,572.5,1.0
Sompura,Super built-up Area,Ready To Move,825.0,2.0,2.0,1.0,3300000.0,412.5,1.0
Yeshwanthpur,Super built-up Area,Under Construction,1693.0,3.0,3.0,3.0,10800000.0,564.3333333333334,1.0
Electronics City Phase 1,Super built-up Area,Ready To Move,1113.27,2.0,2.0,2.0,5300000.0,556.635,1.0
other,Built-up Area,Ready To Move,1460.0,2.0,2.0,1.0,5800000.0,730.0,1.0
Doddathoguru,Built-up Area,Ready To Move,1050.0,2.0,2.0,1.0,3200000.0,525.0,1.0
Dodda Nekkundi,Built-up Area,Ready To Move,1260.0,2.0,2.0,2.0,5500000.0,630.0,1.0
Hosur Road,Built-up Area,Ready To Move,1656.0,2.0,2.0,1.0,12000000.0,828.0,1.0
Chandapura,Super built-up Area,Ready To Move,1208.0,3.0,3.0,1.0,4500000.0,402.6666666666667,1.0
Whitefield,Super built-up Area,Ready To Move,1910.0,3.0,3.0,2.0,16100000.0,636.6666666666666,1.0
Whitefield,Super built-up Area,Ready To Move,3252.0,4.0,4.0,1.0,23000000.0,813.0,1.0
Battarahalli,Plot Area,Ready To Move,1200.0,2.0,2.0,1.0,6500000.0,600.0,1.0
7th Phase JP Nagar,Super built-up Area,Ready To Move,1175.0,2.0,2.0,1.0,8200000.0,587.5,1.0
Rajaji Nagar,Super built-up Area,Ready To Move,2390.0,3.0,3.0,2.0,41000000.0,796.6666666666666,1.0
Kengeri,Super built-up Area,Ready To Move,370.923994,1.0,1.0,0.0,1850000.0,370.923994,1.0
other,Super built-up Area,Ready To Move,1185.0,2.0,2.0,0.0,3800000.0,592.5,1.0
Kengeri,Super built-up Area,Ready To Move,750.0,2.0,2.0,1.0,3800000.0,375.0,1.0
Kanakpura Road,Super built-up Area,Ready To Move,1550.0,3.0,3.0,3.0,6450000.0,516.6666666666666,1.0
other,Built-up Area,Ready To Move,1760.0,3.0,3.0,2.0,8800000.0,586.6666666666666,1.0
Billekahalli,Super built-up Area,Ready To Move,1125.0,2.0,2.0,2.0,6200000.0,562.5,1.0
Nagarbhavi,Plot Area,Ready To Move,1350.0,3.0,3.0,2.0,15000000.0,450.0,1.0
Anandapura,Plot Area,Under Construction,1000.0,2.0,2.0,1.0,5500000.0,500.0,1.0
Bommasandra Industrial Area,Built-up Area,Under Construction,1090.0,2.0,2.0,2.0,3148000.0,545.0,1.0
TC Palaya,Plot Area,Ready To Move,1200.0,2.0,2.0,0.0,6000000.0,600.0,1.0
Budigere,Super built-up Area,Ready To Move,1991.0,3.0,4.0,2.0,10300000.0,663.6666666666666,1.3333333333333333
Ambalipura,Super built-up Area,Ready To Move,1105.0,2.0,2.0,1.0,7500000.0,552.5,1.0
Hoodi,Built-up Area,Ready To Move,985.0,2.0,2.0,2.0,6700000.0,492.5,1.0
CV Raman Nagar,Super built-up Area,Ready To Move,1120.0,2.0,2.0,2.0,5500000.0,560.0,1.0
other,Super built-up Area,Ready To Move,1069.0,2.0,2.0,1.0,5500000.0,534.5,1.0
Marathahalli,Super built-up Area,Ready To Move,1933.0,3.0,3.0,2.0,14000000.0,644.3333333333334,1.0
Hosur Road,Built-up Area,Under Construction,1194.0,2.0,2.0,0.0,6900000.0,597.0,1.0
Brookefield,Super built-up Area,Ready To Move,1150.0,2.0,2.0,3.0,6900000.0,575.0,1.0
Yelenahalli,Super built-up Area,Ready To Move,1240.0,2.0,2.0,2.0,4712000.0,620.0,1.0
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1419.0,2.0,2.0,2.0,4810000.0,709.5,1.0
other,Super built-up Area,Ready To Move,2150.0,3.0,4.0,0.0,24000000.0,716.6666666666666,1.3333333333333333
other,Super built-up Area,Ready To Move,1450.0,3.0,3.0,2.0,5500000.0,483.3333333333333,1.0
other,Super built-up Area,Under Construction,1630.0,3.0,3.0,2.0,6829000.000000001,543.3333333333334,1.0
Dasanapura,Super built-up Area,Ready To Move,708.0,2.0,1.0,1.0,4000000.0,354.0,0.5
Whitefield,Plot Area,Ready To Move,11890.0,4.0,4.0,3.0,70000000.0,2972.5,1.0
Bellandur,Super built-up Area,Ready To Move,1250.0,2.0,2.0,1.0,7600000.0,625.0,1.0
7th Phase JP Nagar,Super built-up Area,Ready To Move,1400.0,3.0,2.0,1.0,9500000.0,466.6666666666667,0.6666666666666666
Ardendale,Super built-up Area,Ready To Move,1750.0,3.0,3.0,2.0,10000000.0,583.3333333333334,1.0
Vittasandra,Super built-up Area,Ready To Move,1404.0,2.0,2.0,1.0,7100000.0,702.0,1.0
Hoodi,Super built-up Area,Ready To Move,1715.0,3.0,2.0,2.0,9500000.0,571.6666666666666,0.6666666666666666
Electronic City,Built-up Area,Under Construction,630.0,1.0,1.0,1.0,3465000.0,630.0,1.0
Harlur,Super built-up Area,Ready To Move,1752.12,3.0,3.0,2.0,13500000.0,584.04,1.0
Hulimavu,Super built-up Area,Ready To Move,1650.0,3.0,3.0,2.0,7800000.0,550.0,1.0
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1295.0,2.0,2.0,1.0,5547000.0,647.5,1.0
Sarjapur  Road,Super built-up Area,Under Construction,1346.0,2.0,2.0,1.0,7403000.0,673.0,1.0
Hormavu,Super built-up Area,Ready To Move,1150.0,2.0,2.0,2.0,5500000.0,575.0,1.0
other,Built-up Area,Ready To Move,3309.0,4.0,4.0,3.0,32500000.0,827.25,1.0
Chandapura,Super built-up Area,Under Construction,1190.0,3.0,2.0,2.0,3035000.0,396.6666666666667,0.6666666666666666
Marathahalli,Super built-up Area,Under Construction,950.0,2.0,2.0,1.0,4696000.0,475.0,1.0
other,Super built-up Area,Ready To Move,5000.0,11.0,9.0,3.0,36000000.0,454.54545454545456,0.8181818181818182
Harlur,Super built-up Area,Ready To Move,2450.0,3.0,3.0,0.0,12000000.0,816.6666666666666,1.0
Electronic City Phase II,Super built-up Area,Under Construction,1220.0,3.0,2.0,1.0,3522999.9999999995,406.6666666666667,0.6666666666666666
other,Super built-up Area,Ready To Move,850.0,2.0,2.0,1.0,3000000.0,425.0,1.0
Padmanabhanagar,Built-up Area,Ready To Move,1020.0,2.0,2.0,2.0,6300000.0,510.0,1.0
Chikkalasandra,Built-up Area,Ready To Move,1100.0,2.0,2.0,2.0,5000000.0,550.0,1.0
other,Super built-up Area,Ready To Move,1150.0,2.0,2.0,2.0,12600000.0,575.0,1.0
Hebbal,Super built-up Area,Under Construction,1760.0,3.0,2.0,2.0,13000000.0,586.6666666666666,0.6666666666666666
Ambalipura,Super built-up Area,Ready To Move,1800.0,3.0,3.0,3.0,11000000.0,600.0,1.0
Akshaya Nagar,Super built-up Area,Ready To Move,1070.0,2.0,2.0,1.0,5400000.0,535.0,1.0
Vidyaranyapura,Plot Area,Ready To Move,1440.0,2.0,2.0,0.0,9500000.0,720.0,1.0
Amruthahalli,Super built-up Area,Ready To Move,900.0,2.0,2.0,1.0,4000000.0,450.0,1.0
Whitefield,Super built-up Area,Under Construction,1130.0,2.0,2.0,1.0,4216000.0,565.0,1.0
Koramangala,Super built-up Area,Ready To Move,1320.0,2.0,2.0,1.0,16500000.0,660.0,1.0
other,Super built-up Area,Under Construction,1270.0,2.0,2.0,1.0,9800000.0,635.0,1.0
other,Built-up Area,Ready To Move,1200.0,2.0,2.0,1.0,6200000.0,600.0,1.0
other,Super built-up Area,Ready To Move,4800.0,4.0,4.0,0.0,23500000.0,1200.0,1.0
other,Super built-up Area,Ready To Move,1200.0,2.0,2.0,1.0,7400000.0,600.0,1.0
Subramanyapura,Super built-up Area,Ready To Move,929.0,2.0,2.0,0.0,5017000.0,464.5,1.0
other,Super built-up Area,Ready To Move,1464.0,3.0,3.0,2.0,5600000.0,488.0,1.0
other,Plot Area,Ready To Move,2000.0,4.0,4.0,2.0,9900000.0,500.0,1.0
Chikkalasandra,Super built-up Area,Ready To Move,1208.0,2.0,2.0,1.0,4900000.0,604.0,1.0
other,Super built-up Area,Ready To Move,1753.0,3.0,3.0,2.0,12000000.0,584.3333333333334,1.0
5th Phase JP Nagar,Built-up Area,Ready To Move,1150.0,2.0,3.0,3.0,5250000.0,575.0,1.5
Electronic City,Super built-up Area,Under Construction,1128.0,2.0,2.0,1.0,6300000.0,564.0,1.0
other,Super built-up Area,Ready To Move,1000.0,2.0,2.0,1.0,5300000.0,500.0,1.0
Yelahanka,Super built-up Area,Ready To Move,1035.0,2.0,2.0,1.0,4500000.0,517.5,1.0
Kereguddadahalli,Built-up Area,Ready To Move,950.0,2.0,2.0,1.0,3200000.0,475.0,1.0
Bisuvanahalli,Super built-up Area,Ready To Move,1075.0,3.0,2.0,1.0,3600000.0,358.3333333333333,0.6666666666666666
Whitefield,Super built-up Area,Ready To Move,1040.0,2.0,2.0,1.0,4850000.0,520.0,1.0
other,Plot Area,Under Construction,720.0,2.0,2.0,1.0,4500000.0,360.0,1.0
Lingadheeranahalli,Super built-up Area,Ready To Move,1511.0,3.0,3.0,1.0,9500000.0,503.6666666666667,1.0
other,Built-up Area,Ready To Move,1300.0,3.0,3.0,1.0,5800000.0,433.3333333333333,1.0
other,Built-up Area,Ready To Move,375.0,1.0,2.0,0.0,2600000.0,375.0,2.0
Vidyaranyapura,Super built-up Area,Ready To Move,1062.0,2.0,2.0,3.0,3800000.0,531.0,1.0
other,Super built-up Area,Ready To Move,1115.0,2.0,2.0,1.0,4000000.0,557.5,1.0
JP Nagar,Super built-up Area,Ready To Move,1000.0,2.0,2.0,1.0,3500000.0,500.0,1.0
Kambipura,Super built-up Area,Under Construction,883.0,2.0,2.0,1.0,4500000.0,441.5,1.0
Sarjapur  Road,Super built-up Area,Under Construction,1195.0,2.0,2.0,1.0,7000000.0,597.5,1.0
other,Built-up Area,Ready To Move,700.0,1.0,1.0,0.0,4100000.0,700.0,1.0
Vittasandra,Super built-up Area,Ready To Move,1246.0,2.0,2.0,1.0,6700000.0,623.0,1.0
other,Super built-up Area,Ready To Move,1600.0,4.0,4.0,1.0,8000000.0,400.0,1.0
Haralur Road,Super built-up Area,Under Construction,2805.0,4.0,5.0,3.0,15400000.0,701.25,1.25
Begur Road,Super built-up Area,Ready To Move,1584.0,3.0,3.0,0.0,6500000.0,528.0,1.0
Sector 7 HSR Layout,Plot Area,Ready To Move,3000.0,4.0,5.0,1.0,27500000.0,750.0,1.25
Hosur Road,Built-up Area,Ready To Move,1175.0,3.0,2.0,2.0,4800000.0,391.6666666666667,0.6666666666666666
other,Built-up Area,Under Construction,1595.0,3.0,3.0,2.0,11500000.0,531.6666666666666,1.0
other,Super built-up Area,Ready To Move,1353.0,2.0,2.0,2.0,11000000.0,676.5,1.0
Whitefield,Super built-up Area,Ready To Move,1150.0,2.0,2.0,1.0,7000000.0,575.0,1.0
KR Puram,Super built-up Area,Ready To Move,1155.0,2.0,2.0,2.0,4274000.0,577.5,1.0
other,Built-up Area,Ready To Move,1200.0,1.0,2.0,0.0,8500000.0,1200.0,2.0
Electronic City Phase II,Super built-up Area,Under Construction,1000.0,2.0,2.0,1.0,2500000.0,500.0,1.0
Ramagondanahalli,Super built-up Area,Under Construction,1251.0,2.0,2.0,1.0,4700000.0,625.5,1.0
other,Super built-up Area,Under Construction,1028.0,2.0,2.0,1.0,4550000.0,514.0,1.0
Arekere,Super built-up Area,Ready To Move,1222.0,2.0,2.0,2.0,4500000.0,611.0,1.0
Bannerghatta Road,Super built-up Area,Ready To Move,1170.0,3.0,2.0,1.0,6600000.0,390.0,0.6666666666666666
other,Super built-up Area,Ready To Move,1385.0,3.0,2.0,2.0,4848000.0,461.6666666666667,0.6666666666666666
HSR Layout,Super built-up Area,Ready To Move,1372.0,2.0,2.0,1.0,6800000.0,686.0,1.0
Magadi Road,Super built-up Area,Ready To Move,1282.0,3.0,2.0,2.0,4900000.0,427.3333333333333,0.6666666666666666
Mico Layout,Super built-up Area,Ready To Move,5000.0,9.0,9.0,3.0,21000000.0,555.5555555555555,1.0
Whitefield,Built-up Area,Under Construction,1768.0,3.0,3.0,2.0,10100000.0,589.3333333333334,1.0
other,Built-up Area,Ready To Move,1325.0,3.0,2.0,1.0,9000000.0,441.6666666666667,0.6666666666666666
Electronic City,Super built-up Area,Under Construction,1599.0,3.0,3.0,2.0,9900000.0,533.0,1.0
Whitefield,Plot Area,Under Construction,1500.0,3.0,3.0,1.0,6195000.0,500.0,1.0
Uttarahalli,Super built-up Area,Ready To Move,1286.0,2.0,2.0,2.0,6300000.0,643.0,1.0
Kammanahalli,Built-up Area,Ready To Move,2845.0,5.0,5.0,1.0,14000000.0,569.0,1.0
other,Super built-up Area,Ready To Move,1600.0,3.0,2.0,0.0,5000000.0,533.3333333333334,0.6666666666666666
Hennur Road,Super built-up Area,Under Construction,1317.5,2.0,2.0,0.0,6377000.0,658.75,1.0
Hebbal,Super built-up Area,Ready To Move,3450.0,3.0,5.0,2.0,26000000.0,1150.0,1.6666666666666667
Munnekollal,Super built-up Area,Under Construction,1102.0,2.0,2.0,2.0,5367000.0,551.0,1.0
Yelahanka,Super built-up Area,Ready To Move,1350.0,2.0,2.0,2.0,5400000.0,675.0,1.0
Banashankari,Super built-up Area,Ready To Move,1200.0,3.0,2.0,2.0,4200000.0,400.0,0.6666666666666666
other,Plot Area,Ready To Move,1800.0,2.0,1.0,1.0,8000000.0,900.0,0.5
Chikkabanavar,Built-up Area,Ready To Move,950.0,2.0,2.0,1.0,4000000.0,475.0,1.0
Kanakpura Road,Super built-up Area,Under Construction,525.0,1.0,1.0,1.0,2725000.0,525.0,1.0
Attibele,Built-up Area,Ready To Move,656.0,2.0,2.0,1.0,2500000.0,328.0,1.0
other,Super built-up Area,Ready To Move,1056.0,2.0,2.0,1.0,8000000.0,528.0,1.0
Bannerghatta Road,Super built-up Area,Under Construction,595.0,1.0,1.0,1.0,3332000.0,595.0,1.0
other,Built-up Area,Ready To Move,1080.0,2.0,2.0,2.0,5000000.0,540.0,1.0
7th Phase JP Nagar,Super built-up Area,Under Construction,2225.0,3.0,3.0,1.0,16000000.0,741.6666666666666,1.0
Electronics City Phase 1,Super built-up Area,Ready To Move,1490.0,3.0,3.0,1.0,8400000.0,496.6666666666667,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,1550.0,3.0,3.0,3.0,10000000.0,516.6666666666666,1.0
other,Super built-up Area,Ready To Move,1600.0,3.0,3.0,2.0,8600000.0,533.3333333333334,1.0
other,Built-up Area,Ready To Move,1160.0,2.0,2.0,1.0,5500000.0,580.0,1.0
Whitefield,Built-up Area,Ready To Move,4144.0,4.0,4.0,3.0,31500000.0,1036.0,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,2100.0,3.0,3.0,2.0,12500000.0,700.0,1.0
Vittasandra,Super built-up Area,Ready To Move,1404.0,2.0,2.0,1.0,6930000.0,702.0,1.0
other,Super built-up Area,Ready To Move,1544.0,3.0,3.0,0.0,12000000.0,514.6666666666666,1.0
Banashankari Stage III,Super built-up Area,Under Construction,1305.0,3.0,2.0,1.0,5870000.0,435.0,0.6666666666666666
Marathahalli,Super built-up Area,Ready To Move,1230.0,2.0,2.0,2.0,8000000.0,615.0,1.0
other,Plot Area,Ready To Move,1200.0,2.0,2.0,0.0,6500000.0,600.0,1.0
Harlur,Super built-up Area,Ready To Move,1460.0,3.0,3.0,1.0,7300000.0,486.6666666666667,1.0
Gottigere,Built-up Area,Ready To Move,967.0,2.0,2.0,3.0,4500000.0,483.5,1.0
other,Built-up Area,Ready To Move,540.0,1.0,1.0,1.0,3600000.0,540.0,1.0
other,Super built-up Area,Ready To Move,1578.0,3.0,3.0,1.0,18000000.0,526.0,1.0
Mysore Road,Super built-up Area,Ready To Move,1020.0,2.0,2.0,1.0,4895000.0,510.0,1.0
Koramangala,Super built-up Area,Ready To Move,1253.0,2.0,2.0,1.0,10200000.0,626.5,1.0
other,Super built-up Area,Ready To Move,1180.0,2.0,2.0,2.0,4200000.0,590.0,1.0
Kanakapura,Built-up Area,Ready To Move,1419.0,3.0,3.0,3.0,7500000.0,473.0,1.0
Harlur,Super built-up Area,Ready To Move,1709.0,3.0,3.0,2.0,15000000.0,569.6666666666666,1.0
other,Plot Area,Ready To Move,1600.0,2.0,2.0,0.0,11500000.0,800.0,1.0
other,Super built-up Area,Under Construction,416.0,1.0,1.0,1.0,1850000.0,416.0,1.0
Sanjay nagar,Carpet Area,Ready To Move,1100.0,2.0,2.0,2.0,9800000.0,550.0,1.0
HSR Layout,Super built-up Area,Ready To Move,1430.0,3.0,2.0,1.0,6500000.0,476.6666666666667,0.6666666666666666
other,Super built-up Area,Ready To Move,1260.0,2.0,2.0,2.0,4500000.0,630.0,1.0
other,Built-up Area,Ready To Move,1630.0,3.0,3.0,2.0,8500000.0,543.3333333333334,1.0
Kalena Agrahara,Super built-up Area,Ready To Move,1450.0,3.0,2.0,3.0,8500000.0,483.3333333333333,0.6666666666666666
Konanakunte,Super built-up Area,Under Construction,2791.0,3.0,3.0,1.0,22300000.0,930.3333333333334,1.0
other,Built-up Area,Ready To Move,834.0,1.0,1.0,1.0,6000000.0,834.0,1.0
other,Plot Area,Ready To Move,1125.0,3.0,4.0,1.0,7000000.0,375.0,1.3333333333333333
Arekere,Super built-up Area,Ready To Move,2060.0,3.0,3.0,2.0,14000000.0,686.6666666666666,1.0
Malleshwaram,Super built-up Area,Under Construction,12000.0,7.0,7.0,3.0,220000000.0,1714.2857142857142,1.0
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1133.0,2.0,2.0,1.0,4907000.0,566.5,1.0
Bisuvanahalli,Built-up Area,Ready To Move,1075.0,3.0,2.0,1.0,3700000.0,358.3333333333333,0.6666666666666666
other,Super built-up Area,Under Construction,3000.0,4.0,5.0,2.0,26000000.0,750.0,1.25
Vidyaranyapura,Built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,5500000.0,600.0,1.0
Thanisandra,Super built-up Area,Ready To Move,1075.0,2.0,2.0,2.0,4580000.0,537.5,1.0
other,Plot Area,Ready To Move,2160.0,6.0,5.0,1.0,25000000.0,360.0,0.8333333333333334
Raja Rajeshwari Nagar,Super built-up Area,Ready To Move,1090.0,2.0,2.0,1.0,4200000.0,545.0,1.0
R.T. Nagar,Built-up Area,Ready To Move,1500.0,4.0,4.0,1.0,7000000.0,375.0,1.0
Whitefield,Super built-up Area,Ready To Move,4104.0,4.0,4.0,2.0,36000000.0,1026.0,1.0
Whitefield,Super built-up Area,Ready To Move,1790.0,3.0,3.0,0.0,10000000.0,596.6666666666666,1.0
Hebbal,Super built-up Area,Under Construction,1920.0,3.0,3.0,2.0,13400000.0,640.0,1.0
HRBR Layout,Built-up Area,Ready To Move,1374.0,2.0,2.0,2.0,9500000.0,687.0,1.0
Bannerghatta Road,Carpet Area,Ready To Move,1445.0,3.0,3.0,2.0,9500000.0,481.6666666666667,1.0
Kanakapura,Super built-up Area,Under Construction,711.0,1.0,1.0,1.0,3600000.0,711.0,1.0
Tumkur Road,Super built-up Area,Ready To Move,1500.0,3.0,3.0,3.0,9500000.0,500.0,1.0
Whitefield,Super built-up Area,Ready To Move,1720.0,3.0,3.0,3.0,10000000.0,573.3333333333334,1.0
Kundalahalli,Built-up Area,Ready To Move,1030.0,2.0,2.0,2.0,4900000.0,515.0,1.0
other,Carpet Area,Under Construction,1375.0,3.0,3.0,2.0,7000000.0,458.3333333333333,1.0
Hegde Nagar,Plot Area,Ready To Move,1050.0,2.0,1.0,0.0,5600000.0,525.0,0.5
Jalahalli,Super built-up Area,Ready To Move,2250.0,3.0,3.0,2.0,16000000.0,750.0,1.0
Bellandur,Super built-up Area,Ready To Move,1000.0,2.0,2.0,2.0,5000000.0,500.0,1.0
other,Super built-up Area,Ready To Move,469.0,1.0,1.0,0.0,2500000.0,469.0,1.0
Marathahalli,Super built-up Area,Ready To Move,3800.0,4.0,4.0,3.0,25000000.0,950.0,1.0
GM Palaya,Super built-up Area,Ready To Move,1820.0,3.0,2.0,3.0,8600000.0,606.6666666666666,0.6666666666666666
Singasandra,Built-up Area,Ready To Move,1440.0,3.0,2.0,3.0,6500000.0,480.0,0.6666666666666666
other,Super built-up Area,Ready To Move,3600.0,6.0,4.0,1.0,16000000.0,600.0,0.6666666666666666
Malleshwaram,Built-up Area,Ready To Move,2500.0,4.0,5.0,2.0,32500000.0,625.0,1.25
Chikkalasandra,Carpet Area,Ready To Move,875.0,2.0,2.0,3.0,5280000.0,437.5,1.0
