city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price,floor_ratio,bath_per_bhk,area_per_bhk,rooms_total,amenities_count,is_ground_floor,age_bucket
Pune,Hadapsar,Apartment,2523.0,4,4,1,3,3,Unfurnished,1,1,0,0,6.96,8.02,20102000,0.3333333333333333,1.0,630.75,8,2,0,Recent
Pune,Wagholi,Apartment,2234.0,3,2,5,7,19,Unfurnished,1,0,0,1,6.25,6.11,11309000,0.7142857142857143,0.6666666666666666,744.6666666666666,5,2,0,Old
Pune,Hadapsar,Apartment,1130.5,2,2,3,8,15,Semi-Furnished,1,1,1,1,4.58,4.75,8498000,0.375,1.0,565.25,4,4,0,Established
Mumbai,Powai,Plot,898.4,0,0,0,0,0,Unfurnished,0,0,0,0,4.01,5.32,19356000,0.0,0.0,898.4,0,0,1,New
Nagpur,Ramdaspeth,Apartment,2870.4,4,4,3,4,5,Unfurnished,1,0,0,1,6.55,6.43,25855000,0.75,1.0,717.6,8,2,0,Recent
Nagpur,Besa,Apartment,1452.5,3,3,5,5,4,Furnished,2,0,1,1,10.0,7.07,9185000,1.0,1.0,484.1666666666667,6,3,0,Recent
Nagpur,Manish Nagar,Villa,1159.0,2,2,6,17,5,Unfurnished,1,0,0,0,4.46,8.44,7701000,0.35294117647058826,1.0,579.5,4,1,0,Recent
Mumbai,Andheri West,Apartment,960.8,2,2,5,16,18,Unfurnished,1,1,0,1,8.58,6.11,28442000,0.3125,1.0,480.4,4,3,0,Old
Nagpur,Civil Lines,Villa,951.7,2,1,11,13,0,Semi-Furnished,2,1,0,1,9.48,6.39,12559000,0.8461538461538461,0.5,475.85,3,3,0,New
Nagpur,Kalmna,Plot,3423.0,0,0,0,0,0,Unfurnished,1,0,0,0,5.81,3.76,7020000,0.0,0.0,3423.0,0,1,1,New
Mumbai,Chembur,Villa,2995.9,5,4,13,13,4,Semi-Furnished,1,1,0,1,5.89,9.43,96787000,1.0,0.8,599.1800000000001,9,3,0,Recent
Nagpur,Hingna,Apartment,974.9,2,1,5,8,2,Unfurnished,1,0,0,1,6.18,7.82,3376000,0.625,0.5,487.45,3,2,0,New
Pune,Koregaon Park,Plot,3261.3,0,0,0,0,0,Unfurnished,1,0,0,0,8.11,4.74,32983000,0.0,0.0,3261.3,0,1,1,New
Pune,Koregaon Park,Apartment,2248.0,3,2,2,3,0,Furnished,2,0,0,0,7.78,3.57,39250000,0.6666666666666666,0.6666666666666666,749.3333333333334,5,1,0,New
Nagpur,Ramdaspeth,Villa,1142.2,3,2,3,4,5,Furnished,1,1,0,0,8.67,5.84,14047000,0.75,0.6666666666666666,380.73333333333335,5,2,0,Recent
Nagpur,Ramdaspeth,Apartment,867.9,2,2,7,13,14,Furnished,2,0,0,1,7.87,6.15,6986000,0.5384615384615384,1.0,433.95,4,2,0,Established
Pune,Hadapsar,Apartment,1081.3,2,2,1,8,2,Semi-Furnished,0,0,0,0,4.55,7.68,8562000,0.125,1.0,540.65,4,0,0,New
Pune,Kothrud,Apartment,1372.1,3,2,3,4,16,Unfurnished,1,0,1,1,6.58,8.07,15620000,0.75,0.6666666666666666,457.3666666666666,5,3,0,Old
Mumbai,Andheri West,Apartment,473.3,1,1,12,15,20,Unfurnished,2,0,1,1,5.39,7.92,13734000,0.8,1.0,473.3,2,3,0,Old
Pune,Wagholi,Apartment,2896.0,4,4,0,10,6,Furnished,1,1,0,0,2.9,7.06,14982000,0.0,1.0,724.0,8,2,1,Recent
Nagpur,Manish Nagar,Apartment,2737.9,4,3,3,3,2,Semi-Furnished,1,1,1,0,6.04,7.85,17809000,1.0,0.75,684.475,7,3,0,New
Mumbai,Andheri West,Apartment,1782.3,3,3,5,12,7,Semi-Furnished,1,0,0,1,7.6,7.35,51518000,0.4166666666666667,1.0,594.1,6,2,0,Recent
Pune,Wakad,Apartment,766.7,1,1,2,4,8,Furnished,1,0,0,1,5.11,5.24,7481000,0.5,1.0,766.7,2,2,0,Established
Mumbai,Panvel,Plot,2584.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.9,9.24,19258000,0.0,0.0,2584.1,0,0,1,New
Nagpur,Civil Lines,Apartment,1019.4,2,2,1,3,0,Unfurnished,1,0,0,1,4.82,6.8,11144000,0.3333333333333333,1.0,509.7,4,2,0,New
Mumbai,Mira Road,Apartment,937.7,2,2,1,12,5,Semi-Furnished,1,1,0,1,8.28,4.63,12126000,0.08333333333333333,1.0,468.85,4,3,0,Recent
Mumbai,Bandra West,Apartment,1492.5,3,2,12,15,0,Unfurnished,0,1,0,0,4.65,5.17,64345000,0.8,0.6666666666666666,497.5,5,1,0,New
Pune,Kalyani Nagar,Apartment,1878.2,3,3,0,12,12,Unfurnished,1,1,0,1,4.37,9.25,22048000,0.0,1.0,626.0666666666667,6,3,1,Established
Nagpur,Wardha Road,Apartment,1182.1,2,1,0,9,11,Furnished,0,1,1,1,6.71,5.0,8196000,0.0,0.5,591.05,3,3,1,Established
Pune,Hadapsar,Apartment,1354.0,2,1,9,13,8,Semi-Furnished,0,0,0,1,9.15,3.94,12382000,0.6923076923076923,0.5,677.0,3,1,0,Established
Pune,Kalyani Nagar,Plot,2825.6,0,0,0,0,0,Unfurnished,0,0,0,0,8.77,6.69,27562000,0.0,0.0,2825.6,0,0,1,New
Mumbai,Mira Road,Plot,1664.4,0,0,0,0,0,Unfurnished,0,0,0,0,2.05,7.86,14847000,0.0,0.0,1664.4,0,0,1,New
Mumbai,Mira Road,Apartment,1146.2,3,3,0,20,9,Unfurnished,1,1,0,1,4.25,6.41,13544000,0.0,1.0,382.06666666666666,6,3,1,Established
Nagpur,Besa,Apartment,615.7,1,1,11,14,5,Semi-Furnished,2,0,0,1,7.63,6.01,2914000,0.7857142857142857,1.0,615.7,2,2,0,Recent
Mumbai,Malad,Apartment,1494.4,3,3,17,21,45,Semi-Furnished,1,0,1,1,7.25,5.69,18228000,0.8095238095238095,1.0,498.1333333333334,6,3,0,Old
Pune,Koregaon Park,Apartment,973.7,2,1,2,6,1,Semi-Furnished,1,1,0,0,5.45,9.99,18222000,0.3333333333333333,0.5,486.85,3,2,0,New
Pune,Wakad,Apartment,1225.0,2,1,4,13,3,Unfurnished,1,0,0,0,7.87,8.53,11264000,0.3076923076923077,0.5,612.5,3,1,0,Recent
Nagpur,Civil Lines,Apartment,1262.5,2,1,6,6,0,Unfurnished,0,1,0,1,5.86,8.08,12575000,1.0,0.5,631.25,3,2,0,New
Mumbai,Chembur,Apartment,1202.7,2,1,2,14,3,Unfurnished,1,0,0,1,3.9,10.0,23316000,0.14285714285714285,0.5,601.35,3,2,0,Recent
Pune,Wagholi,Plot,4180.1,0,0,0,0,0,Unfurnished,0,0,0,0,5.77,7.72,17912000,0.0,0.0,4180.1,0,0,1,New
Nagpur,Dharampeth,Apartment,1175.7,2,2,6,14,5,Unfurnished,2,1,0,1,8.07,5.12,8843000,0.42857142857142855,1.0,587.85,4,3,0,Recent
Pune,Hadapsar,Apartment,816.6,2,2,1,8,12,Semi-Furnished,1,0,0,1,2.86,6.96,5528000,0.125,1.0,408.3,4,2,0,Established
Mumbai,Goregaon,Apartment,916.3,2,1,0,18,2,Unfurnished,2,1,0,1,9.21,8.34,19932000,0.0,0.5,458.15,3,3,1,New
Mumbai,Powai,Apartment,1063.8,2,2,0,3,0,Semi-Furnished,0,1,0,0,5.74,4.64,30173000,0.0,1.0,531.9,4,1,1,New
Nagpur,Besa,Apartment,2466.6,4,4,6,6,0,Unfurnished,0,0,0,0,7.67,8.71,13400000,1.0,1.0,616.65,8,0,0,New
Pune,Hinjewadi,Villa,3021.2,5,5,5,12,3,Unfurnished,1,0,0,1,5.62,3.53,35446000,0.4166666666666667,1.0,604.24,10,2,0,Recent
Nagpur,Wardha Road,Apartment,1117.8,2,2,0,1,3,Unfurnished,0,0,0,1,5.01,4.78,5638000,0.0,1.0,558.9,4,1,1,Recent
Nagpur,Wardha Road,Villa,1894.8,4,4,0,8,0,Furnished,1,0,1,0,8.05,5.9,17076000,0.0,1.0,473.7,8,2,1,New
Nagpur,Hingna,Apartment,377.3,1,1,0,5,2,Semi-Furnished,0,0,0,1,5.82,4.23,1281000,0.0,1.0,377.3,2,1,1,New
Pune,Koregaon Park,Apartment,910.5,2,1,13,14,8,Semi-Furnished,2,1,1,1,10.0,5.83,16418000,0.9285714285714286,0.5,455.25,3,4,0,Established
Nagpur,Besa,Apartment,1487.0,4,4,2,3,4,Unfurnished,1,1,0,0,9.93,2.34,6627000,0.6666666666666666,1.0,371.75,8,2,0,Recent
Mumbai,Malad,Plot,3309.0,0,0,0,0,0,Unfurnished,1,0,0,0,7.53,6.92,41698000,0.0,0.0,3309.0,0,1,1,New
Nagpur,Ramdaspeth,Apartment,1192.3,2,2,5,11,8,Unfurnished,1,0,0,1,9.82,2.54,9447000,0.45454545454545453,1.0,596.15,4,2,0,Established
Mumbai,Goregaon,Apartment,1307.5,2,1,10,20,7,Semi-Furnished,2,1,0,0,3.77,7.27,29700000,0.5,0.5,653.75,3,2,0,Recent
Mumbai,Bandra West,Apartment,1020.6,2,2,7,11,0,Unfurnished,2,1,0,1,6.58,8.64,45062000,0.6363636363636364,1.0,510.3,4,3,0,New
Nagpur,Besa,Apartment,507.3,1,1,6,8,16,Semi-Furnished,1,0,1,0,7.26,4.28,2452000,0.75,1.0,507.3,2,2,0,Old
Pune,Baner,Apartment,1214.1,2,1,3,12,0,Furnished,1,0,0,1,7.19,8.19,14545000,0.25,0.5,607.05,3,2,0,New
Pune,Koregaon Park,Plot,2244.8,0,0,0,0,0,Unfurnished,0,0,0,0,7.15,6.4,21227000,0.0,0.0,2244.8,0,0,1,New
Mumbai,Chembur,Apartment,1176.4,2,1,12,16,10,Unfurnished,2,0,0,0,2.76,10.0,28453000,0.75,0.5,588.2,3,1,0,Established
Nagpur,Wardha Road,Apartment,1082.7,2,2,2,4,1,Unfurnished,1,0,1,1,4.36,7.18,6866000,0.5,1.0,541.35,4,3,0,New
Nagpur,Kalmna,Apartment,1378.8,3,2,6,8,1,Unfurnished,1,0,0,1,4.85,3.5,4030000,0.75,0.6666666666666666,459.59999999999997,5,2,0,New
Mumbai,Chembur,Plot,3738.6,0,0,0,0,0,Unfurnished,1,0,0,0,2.21,8.24,53054000,0.0,0.0,3738.6,0,1,1,New
Mumbai,Chembur,Apartment,1378.0,2,1,3,14,5,Unfurnished,1,1,0,1,8.15,5.25,34344000,0.21428571428571427,0.5,689.0,3,3,0,Recent
Mumbai,Powai,Apartment,1232.8,2,1,8,11,13,Furnished,2,1,0,0,7.94,8.6,40008000,0.7272727272727273,0.5,616.4,3,2,0,Established
Pune,Wakad,Plot,924.4,0,0,0,0,0,Unfurnished,0,0,0,0,3.43,7.75,5582000,0.0,0.0,924.4,0,0,1,New
Pune,Hadapsar,Apartment,1147.3,2,1,0,1,3,Semi-Furnished,2,0,0,1,6.56,7.52,10130000,0.0,0.5,573.65,3,2,1,Recent
Nagpur,Civil Lines,Plot,2815.5,0,0,0,0,0,Unfurnished,1,0,0,0,8.32,6.13,19160000,0.0,0.0,2815.5,0,1,1,New
Nagpur,Ramdaspeth,Apartment,1954.3,4,4,2,9,4,Unfurnished,1,0,0,1,5.25,4.54,11485000,0.2222222222222222,1.0,488.575,8,2,0,Recent
Pune,Baner,Villa,536.4,2,2,1,10,3,Semi-Furnished,1,1,1,1,5.02,6.96,7364000,0.1,1.0,268.2,4,4,0,Recent
Pune,Baner,Apartment,1616.4,3,3,7,14,5,Unfurnished,1,0,0,0,8.66,8.2,20189000,0.5,1.0,538.8000000000001,6,1,0,Recent
Nagpur,Kalmna,Apartment,2109.6,3,2,4,13,1,Unfurnished,1,0,0,0,4.89,9.78,6926000,0.3076923076923077,0.6666666666666666,703.1999999999999,5,1,0,New
Nagpur,Besa,Apartment,1685.9,3,3,3,11,2,Furnished,1,1,0,1,7.35,8.07,7804000,0.2727272727272727,1.0,561.9666666666667,6,3,0,New
Nagpur,Manish Nagar,Plot,2198.9,0,0,0,0,0,Unfurnished,0,0,0,0,4.19,5.85,7984000,0.0,0.0,2198.9,0,0,1,New
Pune,Wakad,Plot,2410.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.15,10.0,16016000,0.0,0.0,2410.4,0,0,1,New
Mumbai,Mira Road,Apartment,575.7,1,1,7,15,6,Semi-Furnished,0,0,1,1,5.26,6.1,6857000,0.4666666666666667,1.0,575.7,2,2,0,Recent
Pune,Hadapsar,Villa,2350.1,3,2,3,3,5,Unfurnished,1,0,0,1,2.92,7.73,23924000,1.0,0.6666666666666666,783.3666666666667,5,2,0,Recent
Nagpur,Wardha Road,Apartment,1172.1,2,2,8,10,2,Semi-Furnished,2,1,0,1,9.46,4.96,9277000,0.8,1.0,586.05,4,3,0,New
Pune,Wakad,Apartment,668.3,1,1,1,7,3,Furnished,1,1,0,1,5.45,6.52,7503000,0.14285714285714285,1.0,668.3,2,3,0,Recent
Pune,Hadapsar,Apartment,1199.1,2,1,0,1,9,Unfurnished,2,1,0,0,7.98,8.07,9363000,0.0,0.5,599.55,3,2,1,Established
Pune,Baner,Apartment,1863.7,3,2,8,11,5,Furnished,0,0,0,1,4.99,8.58,24556000,0.7272727272727273,0.6666666666666666,621.2333333333333,5,1,0,Recent
Mumbai,Bandra West,Apartment,1838.2,3,3,2,8,13,Unfurnished,0,0,0,1,7.1,8.21,88421000,0.25,1.0,612.7333333333333,6,1,0,Established
Nagpur,Wardha Road,Apartment,1489.8,3,2,0,4,6,Semi-Furnished,2,0,0,0,3.22,6.46,8207000,0.0,0.6666666666666666,496.59999999999997,5,1,1,Recent
Mumbai,Andheri West,Villa,1297.8,3,3,1,5,5,Unfurnished,1,1,0,0,4.52,7.58,45745000,0.2,1.0,432.59999999999997,6,2,0,Recent
Pune,Baner,Apartment,1062.4,2,1,9,18,1,Semi-Furnished,1,1,0,1,6.81,1.0,12615000,0.5,0.5,531.2,3,3,0,New
Nagpur,Dharampeth,Apartment,1257.0,3,3,0,3,5,Semi-Furnished,1,0,0,1,7.72,6.3,8873000,0.0,1.0,419.0,6,2,1,Recent
Pune,Baner,Plot,2650.5,0,0,0,0,0,Unfurnished,0,0,0,0,5.73,5.83,19725000,0.0,0.0,2650.5,0,0,1,New
Mumbai,Powai,Apartment,1160.8,3,3,15,20,1,Semi-Furnished,1,0,1,1,5.74,5.7,35883000,0.75,1.0,386.93333333333334,6,3,0,New
Nagpur,Kalmna,Apartment,1158.7,2,2,0,5,4,Unfurnished,0,0,0,1,8.09,5.14,4080000,0.0,1.0,579.35,4,1,1,Recent
Pune,Hadapsar,Apartment,1849.7,3,3,5,12,6,Furnished,1,0,0,1,6.98,5.83,17140000,0.4166666666666667,1.0,616.5666666666667,6,2,0,Recent
Mumbai,Mira Road,Villa,1691.3,3,2,4,18,3,Unfurnished,1,1,0,1,6.09,5.39,26014000,0.2222222222222222,0.6666666666666666,563.7666666666667,5,3,0,Recent
Nagpur,Besa,Plot,3350.2,0,0,0,0,0,Unfurnished,0,0,0,0,5.46,6.66,8621000,0.0,0.0,3350.2,0,0,1,New
Pune,Hadapsar,Plot,2331.3,0,0,0,0,0,Unfurnished,0,0,0,0,6.52,7.4,13595000,0.0,0.0,2331.3,0,0,1,New
Nagpur,Manish Nagar,Plot,1393.3,0,0,0,0,0,Unfurnished,1,0,0,0,5.53,7.11,4671000,0.0,0.0,1393.3,0,1,1,New
Mumbai,Malad,Apartment,942.4,2,2,12,18,11,Semi-Furnished,1,1,0,1,6.47,6.19,19270000,0.6666666666666666,1.0,471.2,4,3,0,Established
Nagpur,Ramdaspeth,Apartment,1174.2,2,2,0,1,5,Furnished,1,1,0,1,7.58,6.13,12939000,0.0,1.0,587.1,4,3,1,Recent
Pune,Hadapsar,Apartment,860.2,2,1,0,1,4,Semi-Furnished,1,0,0,1,3.32,7.1,7252000,0.0,0.5,430.1,3,2,1,Recent
Nagpur,Wardha Road,Apartment,830.7,2,1,3,3,17,Semi-Furnished,1,1,0,0,5.32,6.54,4431000,1.0,0.5,415.35,3,2,0,Old
Mumbai,Mira Road,Apartment,1018.9,2,1,4,9,20,Unfurnished,1,0,0,1,8.38,7.71,12636000,0.4444444444444444,0.5,509.45,3,2,0,Old
Mumbai,Goregaon,Plot,2705.5,0,0,0,0,0,Unfurnished,0,0,0,0,5.02,4.94,37787000,0.0,0.0,2705.5,0,0,1,New
Pune,Koregaon Park,Apartment,1022.4,2,2,2,3,11,Unfurnished,1,0,0,1,4.01,4.35,13417000,0.6666666666666666,1.0,511.2,4,2,0,Established
Pune,Hadapsar,Apartment,855.3,2,1,9,11,0,Semi-Furnished,1,0,0,1,8.09,7.79,8576000,0.8181818181818182,0.5,427.65,3,2,0,New
Nagpur,Civil Lines,Apartment,1534.6,3,2,6,11,2,Semi-Furnished,0,0,0,1,6.36,6.53,13546000,0.5454545454545454,0.6666666666666666,511.5333333333333,5,1,0,New
Nagpur,Kalmna,Apartment,452.7,1,1,3,18,5,Unfurnished,1,1,1,1,4.93,4.19,1745000,0.16666666666666666,1.0,452.7,2,4,0,Recent
Nagpur,Wardha Road,Apartment,1322.3,2,1,8,18,3,Unfurnished,1,0,1,0,10.0,6.48,7121000,0.4444444444444444,0.5,661.15,3,2,0,Recent
Mumbai,Andheri West,Apartment,1633.8,3,2,7,12,2,Unfurnished,1,1,0,0,7.64,8.55,63136000,0.5833333333333334,0.6666666666666666,544.6,5,2,0,New
Mumbai,Powai,Plot,2295.2,0,0,0,0,0,Unfurnished,1,0,0,0,7.8,5.82,42479000,0.0,0.0,2295.2,0,1,1,New
Nagpur,Kalmna,Apartment,1423.1,2,2,6,6,9,Unfurnished,0,0,0,1,6.58,3.93,4254000,1.0,1.0,711.55,4,1,0,Established
Nagpur,Wardha Road,Plot,2485.8,0,0,0,0,0,Unfurnished,1,0,0,0,5.94,3.11,10395000,0.0,0.0,2485.8,0,1,1,New
Pune,Kalyani Nagar,Apartment,784.1,2,2,2,7,20,Unfurnished,0,0,0,0,4.56,5.8,9912000,0.2857142857142857,1.0,392.05,4,0,0,Old
Pune,Wakad,Apartment,2087.9,3,3,12,25,1,Unfurnished,2,0,0,1,4.38,3.56,18722000,0.48,1.0,695.9666666666667,6,2,0,New
Nagpur,Manish Nagar,Apartment,1667.0,3,3,4,5,1,Furnished,0,0,1,1,9.45,5.07,11024000,0.8,1.0,555.6666666666666,6,2,0,New
Nagpur,Hingna,Plot,2473.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.29,6.07,5850000,0.0,0.0,2473.4,0,0,1,New
Nagpur,Besa,Apartment,1771.7,4,3,5,10,4,Unfurnished,1,0,0,1,6.36,7.31,6828000,0.5,0.75,442.925,7,2,0,Recent
Nagpur,Wardha Road,Plot,2348.0,0,0,0,0,0,Unfurnished,1,0,0,0,5.09,3.01,9276000,0.0,0.0,2348.0,0,1,1,New
Nagpur,Manish Nagar,Villa,957.8,2,2,1,3,11,Semi-Furnished,1,0,0,1,7.94,3.09,5764000,0.3333333333333333,1.0,478.9,4,2,0,Established
Mumbai,Chembur,Villa,1724.5,5,4,0,5,5,Furnished,0,0,1,1,7.61,8.51,57948000,0.0,0.8,344.9,9,2,1,Recent
Nagpur,Kalmna,Apartment,1758.5,3,2,3,4,1,Furnished,1,1,0,1,5.69,6.32,7798000,0.75,0.6666666666666666,586.1666666666666,5,3,0,New
Mumbai,Mira Road,Apartment,1056.9,2,1,8,10,0,Unfurnished,0,1,0,1,3.56,5.39,12633000,0.8,0.5,528.45,3,2,0,New
Nagpur,Kalmna,Apartment,2069.7,4,3,2,9,4,Unfurnished,2,1,1,1,5.19,4.54,6797000,0.2222222222222222,0.75,517.425,7,4,0,Recent
Pune,Koregaon Park,Apartment,1693.5,3,2,6,12,8,Unfurnished,1,0,1,0,6.18,5.99,27468000,0.5,0.6666666666666666,564.5,5,2,0,Established
Nagpur,Civil Lines,Apartment,462.4,1,1,1,3,2,Semi-Furnished,1,0,0,1,7.94,6.2,6114000,0.3333333333333333,1.0,462.4,2,2,0,New
Nagpur,Civil Lines,Apartment,633.8,1,1,5,8,3,Semi-Furnished,2,0,0,0,5.51,8.95,6865000,0.625,1.0,633.8,2,1,0,Recent
Nagpur,Kalmna,Villa,1071.7,2,1,2,3,23,Semi-Furnished,1,0,1,1,1.84,6.71,4457000,0.6666666666666666,0.5,535.85,3,3,0,Old
Mumbai,Chembur,Apartment,1288.3,2,1,3,15,7,Unfurnished,2,0,0,1,5.8,5.05,27056000,0.2,0.5,644.15,3,2,0,Recent
Pune,Kalyani Nagar,Villa,1145.1,2,1,6,8,5,Unfurnished,1,0,1,1,6.02,10.0,22543000,0.75,0.5,572.55,3,3,0,Recent
Mumbai,Mira Road,Apartment,1803.9,3,2,5,10,0,Semi-Furnished,0,1,0,1,5.46,6.56,21500000,0.5,0.6666666666666666,601.3000000000001,5,2,0,New
Pune,Baner,Apartment,597.6,1,1,1,2,5,Unfurnished,0,0,0,1,5.09,7.11,6336000,0.5,1.0,597.6,2,1,0,Recent
Pune,Kothrud,Apartment,1663.6,3,3,2,8,16,Semi-Furnished,1,1,0,0,3.6,1.0,16268000,0.25,1.0,554.5333333333333,6,2,0,Old
Nagpur,Dharampeth,Plot,2629.4,0,0,0,0,0,Unfurnished,1,0,0,0,6.54,4.01,12890000,0.0,0.0,2629.4,0,1,1,New
Pune,Baner,Villa,856.8,2,2,3,3,0,Unfurnished,2,0,0,1,5.83,8.17,12982000,1.0,1.0,428.4,4,2,0,New
Mumbai,Chembur,Apartment,1255.6,2,2,0,15,2,Unfurnished,1,1,0,1,7.37,8.68,31572000,0.0,1.0,627.8,4,3,1,New
Pune,Kalyani Nagar,Apartment,1407.3,3,2,1,9,3,Furnished,2,0,0,1,7.33,6.65,22027000,0.1111111111111111,0.6666666666666666,469.09999999999997,5,2,0,Recent
Pune,Kalyani Nagar,Plot,3411.7,0,0,0,0,0,Unfurnished,1,0,0,0,3.8,9.3,33120000,0.0,0.0,3411.7,0,1,1,New
Nagpur,Kalmna,Apartment,2013.0,4,3,15,15,0,Unfurnished,0,1,0,1,6.65,1.37,7986000,1.0,0.75,503.25,7,2,0,New
Mumbai,Malad,Apartment,1332.3,2,1,11,18,12,Semi-Furnished,1,1,0,0,10.0,3.77,28354000,0.6111111111111112,0.5,666.15,3,2,0,Established
Pune,Wakad,Plot,2969.7,0,0,0,0,0,Unfurnished,1,0,0,0,4.54,8.63,20830000,0.0,0.0,2969.7,0,1,1,New
Mumbai,Andheri West,Apartment,1253.0,2,2,1,1,2,Unfurnished,1,0,0,0,7.14,5.84,39860000,1.0,1.0,626.5,4,1,0,New
Pune,Baner,Apartment,830.9,1,1,5,6,2,Semi-Furnished,1,0,1,1,7.03,6.93,10724000,0.8333333333333334,1.0,830.9,2,3,0,New
Pune,Baner,Apartment,526.5,1,1,9,12,6,Semi-Furnished,2,0,0,1,3.81,3.89,5071000,0.75,1.0,526.5,2,2,0,Recent
Nagpur,Kalmna,Apartment,1284.5,2,1,4,10,0,Furnished,2,0,0,1,5.99,3.36,4635000,0.4,0.5,642.25,3,2,0,New
Nagpur,Hingna,Apartment,960.3,2,1,3,8,6,Unfurnished,1,1,0,0,4.77,5.61,4007000,0.375,0.5,480.15,3,2,0,Recent
Mumbai,Bandra West,Apartment,906.1,2,1,5,22,0,Unfurnished,1,0,0,1,4.43,8.65,42473000,0.22727272727272727,0.5,453.05,3,2,0,New
Nagpur,Civil Lines,Apartment,1302.1,3,2,1,4,3,Semi-Furnished,1,0,0,1,7.4,5.57,13425000,0.25,0.6666666666666666,434.0333333333333,5,2,0,Recent
Nagpur,Kalmna,Villa,1522.6,2,2,1,3,11,Unfurnished,0,0,0,1,4.88,8.91,5225000,0.3333333333333333,1.0,761.3,4,1,0,Established
Pune,Hadapsar,Villa,2280.5,4,4,11,14,5,Semi-Furnished,1,0,0,0,6.52,7.43,25100000,0.7857142857142857,1.0,570.125,8,1,0,Recent
Mumbai,Andheri West,Apartment,751.7,1,1,6,22,16,Semi-Furnished,1,0,0,0,7.07,5.01,21454000,0.2727272727272727,1.0,751.7,2,1,0,Old
Pune,Wakad,Apartment,1619.4,2,2,2,6,26,Semi-Furnished,1,1,0,1,6.79,4.62,15558000,0.3333333333333333,1.0,809.7,4,3,0,Old
Pune,Koregaon Park,Apartment,2187.6,4,4,0,4,13,Unfurnished,1,0,0,1,5.33,5.37,29453000,0.0,1.0,546.9,8,2,1,Established
Nagpur,Besa,Apartment,397.3,1,1,3,3,3,Unfurnished,1,1,0,1,5.98,8.14,2014000,1.0,1.0,397.3,2,3,0,Recent
Pune,Kalyani Nagar,Apartment,1058.4,2,2,11,12,2,Semi-Furnished,1,0,0,1,4.38,2.22,14158000,0.9166666666666666,1.0,529.2,4,2,0,New
Pune,Koregaon Park,Plot,1181.7,0,0,0,0,0,Unfurnished,1,0,0,0,2.92,3.32,11610000,0.0,0.0,1181.7,0,1,1,New
Mumbai,Goregaon,Plot,1817.9,0,0,0,0,0,Unfurnished,1,0,0,0,6.82,5.52,26766000,0.0,0.0,1817.9,0,1,1,New
Pune,Kothrud,Villa,1589.9,3,3,2,13,3,Semi-Furnished,1,0,0,1,6.59,6.34,24303000,0.15384615384615385,1.0,529.9666666666667,6,2,0,Recent
Mumbai,Malad,Villa,650.0,1,1,3,14,1,Unfurnished,0,0,0,1,5.29,7.39,14169000,0.21428571428571427,1.0,650.0,2,1,0,New
Mumbai,Andheri West,Apartment,1668.4,3,3,2,10,5,Unfurnished,0,0,0,1,5.81,6.02,49086000,0.2,1.0,556.1333333333333,6,1,0,Recent
Pune,Wakad,Apartment,1771.1,4,3,6,10,0,Furnished,2,1,0,1,7.68,4.23,20396000,0.6,0.75,442.775,7,3,0,New
Pune,Hadapsar,Plot,3237.4,0,0,0,0,0,Unfurnished,1,0,0,0,7.2,9.79,16739000,0.0,0.0,3237.4,0,1,1,New
Pune,Kalyani Nagar,Apartment,1568.6,3,2,2,16,8,Unfurnished,1,0,0,1,3.38,5.88,18000000,0.125,0.6666666666666666,522.8666666666667,5,2,0,Established
Nagpur,Manish Nagar,Apartment,995.1,2,1,5,12,10,Furnished,1,1,0,1,5.31,7.36,6325000,0.4166666666666667,0.5,497.55,3,3,0,Established
Nagpur,Civil Lines,Apartment,1165.5,2,1,6,6,15,Semi-Furnished,1,0,0,0,4.85,4.24,10475000,1.0,0.5,582.75,3,1,0,Established
Nagpur,Kalmna,Apartment,1672.4,3,3,0,1,2,Semi-Furnished,2,0,0,0,6.56,5.77,4877000,0.0,1.0,557.4666666666667,6,1,1,New
Mumbai,Chembur,Apartment,1572.1,2,1,13,15,3,Unfurnished,0,1,1,1,5.46,6.99,38028000,0.8666666666666667,0.5,786.05,3,3,0,Recent
Pune,Koregaon Park,Apartment,797.9,1,1,2,9,2,Furnished,1,1,0,1,9.67,6.78,15481000,0.2222222222222222,1.0,797.9,2,3,0,New
Mumbai,Mira Road,Villa,1309.7,2,1,11,15,23,Semi-Furnished,1,1,1,0,5.26,1.25,18225000,0.7333333333333333,0.5,654.85,3,3,0,Old
Mumbai,Mira Road,Apartment,1618.9,3,2,1,14,4,Unfurnished,0,0,0,1,4.25,6.01,15578000,0.07142857142857142,0.6666666666666666,539.6333333333333,5,1,0,Recent
Nagpur,Dharampeth,Villa,806.9,1,1,5,11,7,Unfurnished,2,0,0,0,4.88,8.53,7664000,0.45454545454545453,1.0,806.9,2,1,0,Recent
Pune,Kalyani Nagar,Apartment,1489.1,3,3,4,5,2,Unfurnished,0,0,0,1,5.45,6.33,20755000,0.8,1.0,496.3666666666666,6,1,0,New
